name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,occupation,political_party
Alexandria Ocasio-Cortez,https://en.wikipedia.org/wiki/Alexandria_Ocasio-Cortez,29,U.S.,New York,New York City,American,,['Boston University'],,Democratic
Gordon Ramsay,https://en.wikipedia.org/wiki/Gordon_Ramsay,51,Scotland,Renfrewshire,Johnstone,British,,,,
Andrew Rannells,https://en.wikipedia.org/wiki/Andrew_Rannells,40,U.S.,Nebraska,Omaha,American,['Marymount Manhattan College'],['Creighton Preparatory School'],"['Actor, voice actor, singer']",
Will Arnett,https://en.wikipedia.org/wiki/Will_Arnett,48,Canada,Ontario,Toronto,American,,,['Actor  comedian  producer'],
Neve Campbell,https://en.wikipedia.org/wiki/Neve_Campbell,45,Canada,Ontario,Guelph,Canadian,,,['Actress'],
Dwayne Johnson,https://en.wikipedia.org/wiki/Dwayne_Johnson,46,U.S.,California,Hayward,American,,,,
Lawrence O'Donnell,https://en.wikipedia.org/wiki/Lawrence_O%27Donnell,66,U.S.,Massachusetts,Boston,American,['Harvard University'],['Saint Sebastians School'],"['Political analyst, television host, actor']",
Liv Tyler,https://en.wikipedia.org/wiki/Liv_Tyler,41,U.S.,New York,New York City,American,,,['Actress  producer  model'],
Carey Mulligan,https://en.wikipedia.org/wiki/Carey_Mulligan,33,U.K.,London,Westminster,British,,"['International School of Dsseldorf', 'Woldingham School']","['Actress, singer']",
Armie Hammer,https://en.wikipedia.org/wiki/Armie_Hammer,32,U.S.,California,Santa Monica,American,,,['Actor'],
Colleen Ballinger,https://en.wikipedia.org/wiki/Colleen_Ballinger,33,U.S.,California,Santa Barbara,American,,,,
Paula Poundstone,https://en.wikipedia.org/wiki/Paula_Poundstone,58,U.S.,Alabama, Huntsville,American,,,,
Chrissy Metz,https://en.wikipedia.org/wiki/Chrissy_Metz,38,U.S.,Florida,Homestead,American,,,['Actress  singer'],
Lewis Black,https://en.wikipedia.org/wiki/Lewis_Black,70,U.S.,D.C.,Washington,American,,"['University of Maryland, College Park', 'University of North Carolina, Chapel Hill','Yale University']",,
Anderson Cooper,https://en.wikipedia.org/wiki/Anderson_Cooper,51,U.S.,New York,New York City,American,['Yale University'],,['Journalist  author  anchor'],
Andy Cohen,https://en.wikipedia.org/wiki/Andy_Cohen_(TV_personality),50,U.S.,Missouri,St. Louis,American,['Boston University'],['Clayton High School'],['Talk show host  radio host  author  producer'],
Dominic Cooper,https://en.wikipedia.org/wiki/Dominic_Cooper,40,U.K.,London,Greenwich,British,['London Academy of Music and Dramatic Art'],,['Actor'],
Denzel Washington,https://en.wikipedia.org/wiki/Denzel_Washington,63,U.S.,New York,Mount Vernon,American,['Fordham University'],,['Actor  director  producer'],
Joe Kennedy III,https://en.wikipedia.org/wiki/Joe_Kennedy_III,38,U.S.,Massachusetts,,American,,"['Stanford University', 'Harvard University']",,Democratic
Janelle Monáe,https://en.wikipedia.org/wiki/Janelle_Mon%C3%A1e,32,U.S.,Kansas,Kansas City,American,,,['Singer  songwriter  rapper  record producer  actress  model'],
Eric Holder,https://en.wikipedia.org/wiki/Eric_Holder,67,U.S.,New York,New York City,American,,['Columbia University'],,Democratic
John Cleese,https://en.wikipedia.org/wiki/John_Cleese,79,U.K.,Somerset,WestonsuperMare,British,"['Downing College, Cambridge']",,"['Actor, voice actor, comedian, screenwriter, producer']",
Michael McFaul,https://en.wikipedia.org/wiki/Michael_McFaul,55,U.S.,Montana, ,American,,"['Stanford University', 'St Johns College, Oxford']",,Democratic
Tatiana Maslany,https://en.wikipedia.org/wiki/Tatiana_Maslany,33,Canada,Saskatchewan,Regina,Canadian,,,['Actress'],
Brian Huskey,https://en.wikipedia.org/wiki/Brian_Huskey,50,U.S.,North Carolina,Charlotte,American,['UNCGreensboro'],,"['Actor, comedian']",
John Dickerson,https://en.wikipedia.org/wiki/John_Dickerson_(journalist),50,U.S.,D.C.,Washington,American,['University of Virginia'],['Sidwell Friends School'],['Journalist  television host'],
Michaela Watkins,https://en.wikipedia.org/wiki/Michaela_Watkins,46,U.S.,New York,Syracuse,American,['Boston University'],,"['Actress, comedian']",
Jake Tapper,https://en.wikipedia.org/wiki/Jake_Tapper,49,U.S.,New York,New York City,American,['Dartmouth College'],,['Journalist'],Independent
Michael Peña,https://en.wikipedia.org/wiki/Michael_Pe%C3%B1a,42,U.S.,Illinois,Chicago,American,,"['Marist High School', 'Hubbard High School']",['Actor  musician'],
Laura Linney,https://en.wikipedia.org/wiki/Laura_Linney,54,U.S.,New York,New York City,American,,"['Northwestern University', 'Brown University', 'Juilliard School']",['Actress  singer'],
Judd Apatow,https://en.wikipedia.org/wiki/Judd_Apatow,50,U.S.,New York,New York City,American,['University of Southern California'],['Syosset High School'],"['Producer, writer, director, actor, standup comedian']",
Jace Norman,https://en.wikipedia.org/wiki/Jace_Norman,18,U.S.,New Mexico,Corrales,American,,,['Actor'],
Paul Giamatti,https://en.wikipedia.org/wiki/Paul_Giamatti,51,U.S.,Connecticut,New Haven,American,['Yale University'],,"['Actor, producer']",
Ronda Rousey,https://en.wikipedia.org/wiki/Ronda_Rousey,31,U.S.,California, ,American,,,,
Paul Mecurio,https://en.wikipedia.org/wiki/Paul_Mecurio,,U.S.,Rhode Island,,American,,,,
Ewan McGregor,https://en.wikipedia.org/wiki/Ewan_McGregor,47,U.K.,Perth, ,British,,,['Actor'],
Adam Pally,https://en.wikipedia.org/wiki/Adam_Pally,36,U.S.,New York,New York City,American,,,"['Actor, comedian, writer']",
Chloë Grace Moretz,https://en.wikipedia.org/wiki/Chlo%C3%AB_Grace_Moretz,21,U.S.,Georgia,Atlanta,American,,,['Actress  model'],
Bobcat Goldthwait,https://en.wikipedia.org/wiki/Bobcat_Goldthwait,56,U.S.,New York, Syracuse,American,,,,
Rob Reiner,https://en.wikipedia.org/wiki/Rob_Reiner,71,U.S.,New York,New York City,American,"['University of California, Los Angeles']",,,Democratic
Chris Hayes,https://en.wikipedia.org/wiki/Chris_Hayes,39,U.S.,New York,New York City,American,['Brown University'],,"['Political commentator, journalist']",
Rob Corddry,https://en.wikipedia.org/wiki/Rob_Corddry,47,U.S.,Massachusetts,Weymouth,American,,,['Actor  comedian'],
Joe Manganiello,https://en.wikipedia.org/wiki/Joe_Manganiello,41,U.S.,Pennsylvania,Mt. Lebanon,American,['Carnegie Mellon University'],,['Actor  producer  director  author'],
Senator Cory Booker,https://en.wikipedia.org/wiki/Cory_Booker,49,U.S.,D.C., Washington,American,,"['Stanford University', 'The Queens College, Oxford', 'Yale University']",,Democratic
Jim Acosta,https://en.wikipedia.org/wiki/Jim_Acosta,47,Cuba, , ,American,['James Madison University'],,['Journalist'],
Nina Dobrev,https://en.wikipedia.org/wiki/Nina_Dobrev,29,Bulgaria,Sofia, ,Canadian,,,['Actress'],
Issa Rae,https://en.wikipedia.org/wiki/Issa_Rae,33,U.S.,California,Los Angeles,American,['Stanford University'],,['Actress  writer  director  producer'],
Darren Criss,https://en.wikipedia.org/wiki/Darren_Criss,31,U.S.,California,San Francisco,American,['University of Michigan'],,['Actor  singer  songwriter'],
Ronny Chieng,https://en.wikipedia.org/wiki/Ronny_Chieng,,Malaysia,, ,Australian,"[['University of Melbourne', 'Australian National University']]",,,
Nicki Minaj,https://en.wikipedia.org/wiki/Nicki_Minaj,35,Trinidad and Tobago,Port of Spain,Saint James,American,,,['Rapper  singer  songwriter  model  actress'],
Guy Pearce,https://en.wikipedia.org/wiki/Guy_Pearce,51,U.K.,Cambridgeshire,Ely,Australian,,,"['Actor, musician']",
Mark Wahlberg,https://en.wikipedia.org/wiki/Mark_Wahlberg,47,U.S.,Massachusetts,Boston,American,,,['Actor  producer  businessman  model  rapper  songwriter'],
Bernie Sanders,https://en.wikipedia.org/wiki/Bernie_Sanders,77,U.S.,New York,New York City,American,,['University of Chicago'],,Independent
Jessica Biel,https://en.wikipedia.org/wiki/Jessica_Biel,36,U.S. ,Minnesota,Ely,American,['Tufts University'],['Fairview High School'],"['Actress, model, producer, singer']",
W. Kamau Bell,https://en.wikipedia.org/wiki/W._Kamau_Bell,45,U.S., California, Palo Alto,American,,,,
Tommy Vietor,https://en.wikipedia.org/wiki/Tommy_Vietor,38,US,Massachusetts, ,American,['Kenyon College'],,['National Security Council  spokesperson  podcast host'],
Jon Favreau,https://en.wikipedia.org/wiki/Jon_Favreau_(speechwriter)37,37,U.S.,Massachusetts, Winchester,American,['College of the Holy Cross'],,,Democratic
Jon Lovett,https://en.wikipedia.org/wiki/Jon_Lovett,36,U.S.,New York, Woodbury,American,['Williams College'],,['Speechwriter  writer  producer'],
Constance Wu,https://en.wikipedia.org/wiki/Constance_Wu,36,U.S.,Virginia,Richmond,American,['SUNY Purchase'],,['Actress'],
John Krasinski,https://en.wikipedia.org/wiki/John_Krasinski,39,U.S.,Massachusetts,Boston,American,['Brown University'],,['Actor  screenwriter  producer  director'],
Yvonne Orji,https://en.wikipedia.org/wiki/Yvonne_Orji,34,Nigeria,Rivers,Port Harcourt,Nigerian  American,['George Washington University'],,['Actress  comedian'],
Rob Lowe,https://en.wikipedia.org/wiki/Rob_Lowe,54,U.S.,Virginia,Charlottesville,American,,,['Actor'],
John Kerry,https://en.wikipedia.org/wiki/John_Kerry,74,U.S.,Colorado, Aurora,American,,"['Yale University', 'Boston College']",,Democratic
Emma Thompson,https://en.wikipedia.org/wiki/Emma_Thompson,59,U.K.,London,Paddington,British,"['Newnham College, Cambridge']",,['Actress  comedienne  screenwriter  author  activist'],
Troye Sivan,https://en.wikipedia.org/wiki/Troye_Sivan,23,South Africa,Johannesburg, ,Australian,,,['Singer  songwriter  actor  YouTuber'],
Sharon Osbourne,https://en.wikipedia.org/wiki/Sharon_Osbourne,66,U.K.,London,Brixton,British,,,"['Music manager, promoter, businesswoman,', '1', 'television talent competition judge, talk show host, author']",
Bob Woodward,https://en.wikipedia.org/wiki/Bob_Woodward,75,U.S.,Illinois,Geneva,American,,"['Yale University', 'George Washington University']",['Journalist'],
Neil deGrasse Tyson,https://en.wikipedia.org/wiki/Neil_deGrasse_Tyson,60,U.S.,New York,New York City,American,"['Harvard College', 'University of Texas at Austin', 'Columbia University']",,,
Michael Rapaport,https://en.wikipedia.org/wiki/Michael_Rapaport,48,U.S.,New York,New York City,American,,,"['Actor', 'Director', 'Podcast host', 'Comedian']",
Keira Knightley,https://en.wikipedia.org/wiki/Keira_Knightley,33,England,London,Teddington,British,,,['Actress'],
Beto O'Rourke,https://en.wikipedia.org/wiki/Beto_O%27Rourke,46,U.S.,Texas, El Paso,American,,['Columbia University'],,Democratic
Martha Stewart,https://en.wikipedia.org/wiki/Martha_Stewart,77,U.S.,New Jersey,Jersey City,American,['Barnard College'],,"['Businesswoman, writer, television personality']",
John Heilemann,https://en.wikipedia.org/wiki/John_Heilemann,52,U.S.,California  ,Los Angeles,American,"['Northwestern University', 'Harvard University']",,"['Journalist', 'Anchor']",
Alex Wagner,https://en.wikipedia.org/wiki/Alex_Wagner,40,U.S.,D.C.,Washington,American,['Brown University'],,['Television host  author'],
Judy Greer,https://en.wikipedia.org/wiki/Judy_Greer,43,U.S.,Michigan,Detroit,American,['DePaul University'],,['Actress  model  author'],
Anna Kendrick,https://en.wikipedia.org/wiki/Anna_Kendrick,33,U.S.,Maine,Portland,American,,['Deering High School'],"['Actress, singer, author']",
Jane Fonda,https://en.wikipedia.org/wiki/Jane_Fonda,80,U.S.,New York,New York City,American,['Vassar College'],,['Actress  writer  activist'],
Willie Nelson,https://en.wikipedia.org/wiki/Willie_Nelson,85,U.S.,Texas, Abbot,American,,,,
Tiffany Haddish,https://en.wikipedia.org/wiki/Tiffany_Haddish,38,U.S.,California, Los Angeles,American,,,,
Iain Armitage,https://en.wikipedia.org/wiki/Iain_Armitage,10,U.S., Virginia, ,American,,,['Actor  theater critic'],
Hillary Clinton,https://en.wikipedia.org/wiki/Hillary_Clinton,71,U.S.,Illinois, Chicago,American,,"['Wellesley College’, 'Yale University']",,Democratic
Emma Stone,https://en.wikipedia.org/wiki/Emma_Stone,29,U.S.,Arizona,Scottsdale,American,,,['Actress'],
Bret McKenzie,https://en.wikipedia.org/wiki/Bret_McKenzie,42,New Zealand, Wellington, ,New Zealand,,,,
Jemaine Clement,https://en.wikipedia.org/wiki/Jemaine_Clement,44,New Zealand, Masterton, ,New Zealand,,,,
America Ferrera,https://en.wikipedia.org/wiki/America_Ferrera,34,U.S.,California,Los Angeles,American,['University of Southern California'],,"['Actress, voice actress']",
Nas,https://en.wikipedia.org/wiki/Nas,45,U.S.,New York,New York City,American,,,['Rapper  entrepreneur  songwriter'],
Candice Bergen,https://en.wikipedia.org/wiki/Candice_Bergen,72,U.S.,California,Beverly Hills,American,['University of Pennsylvania'],,"['Actress, fashion model']",
Jacinda Ardern,https://en.wikipedia.org/wiki/Jacinda_Ardern,38,New Zealand,, ,New Zealand,['University of Waikato'],,,Labour Party
Jeff Bridges,https://en.wikipedia.org/wiki/Jeff_Bridges,68,U.S.,California,Los Angeles,American,,,"['Actor, singer, producer, composer']",
Cedric the Entertainer,https://en.wikipedia.org/wiki/Cedric_the_Entertainer,54,U.S.,Missouri, ,American,,,,
Kristen Bell,https://en.wikipedia.org/wiki/Kristen_Bell,38,U.S.,Michigan,Huntington Woods,American,['New York University'],,['Actress'],
Mark Leibovich,https://en.wikipedia.org/wiki/Mark_Leibovich,53,U.S., Massachusetts, Boston,American,,['University of Michigan'],['Journalist'],
Jake Tapper,https://en.wikipedia.org/wiki/Jake_Tapper,49,U.S.,New York,New York City,American,['Dartmouth College'],,['Journalist'],Independent
Eric Idle,https://en.wikipedia.org/wiki/Eric_Idle,75,U.K.,County Durham,South Shields,British,"['Pembroke College, Cambridge']",,"['Comedian, actor, voice actor, composer, musician, singersongwriter, writer']",
Eva Longoria,https://en.wikipedia.org/wiki/Eva_Longoria,43,U.S.,Texas,Corpus Christi,American,"['Texas AampM UniversityKingsville', 'California State University, Northridge']",,['Actress  producer   restaurateur   activist'],
Damon Wayans Jr.,https://en.wikipedia.org/wiki/Damon_Wayans_Jr.,35,U.S.,Vermont,Huntington,American,,,['Actor  comedian  writer'],
Steve Kornacki,https://en.wikipedia.org/wiki/Steve_Kornacki,39,U.S.,Massachusetts,Groton,American,['Boston University'],,['Journalist'],
Nick Kroll,https://en.wikipedia.org/wiki/Nick_Kroll,40,U.S.,New York,New York City,American,['Georgetown University'],,['Actor  comedian  writer  producer'],
Jodie Whittaker,https://en.wikipedia.org/wiki/Jodie_Whittaker,36,U.K.,West Yorkshire,Skelmanthorpe,British,,,['Actress'],
Lady Gaga,https://en.wikipedia.org/wiki/Lady_Gaga,32,U.S.,New York,New York City,American,,,['Singer  songwriter  actress  record producer'],
Ellie Kemper,https://en.wikipedia.org/wiki/Ellie_Kemper,38,U.S.,Missouri,Kansas City,American,,"['Princeton University',  'Worcester College, Oxford']","['Actress, comedian']",
Sam Elliott,https://en.wikipedia.org/wiki/Sam_Elliott,74,U.S.,California,Sacramento,American,,,['Actor'],
Melissa McCarthy,https://en.wikipedia.org/wiki/Melissa_McCarthy,48,U.S.,Illinois,Plainfield,American,,,['Actress  comedian  writer  producer  fashion designer'],
Phoebe Robinson,https://en.wikipedia.org/wiki/Phoebe_Robinson,34,U.S., Ohio, Solon,American,['Pratt Institute'],,,
Lin-Manuel Miranda,https://en.wikipedia.org/wiki/Lin-Manuel_Miranda,38,U.S.,New York,New York City,American,['Wesleyan University'],,"['Composer, playwright, lyricist, actor']",
Brooke Baldwin,https://en.wikipedia.org/wiki/Brooke_Baldwin,39,U.S.,Georgia,Atlanta,American,,['University of North Carolina'],['News anchor'],
Peter Dinklage,https://en.wikipedia.org/wiki/Peter_Dinklage,49,U.S.,New Jersey,Morristown,American,,,"['Actor, film producer']",
Busy Philipps,https://en.wikipedia.org/wiki/Busy_Philipps,39,U.S.,Illinois,Oak Park,American,['Loyola Marymount University'],,['Actress'],
Joe Scarborough,https://en.wikipedia.org/wiki/Joe_Scarborough,55,U.S.,Georgia, Atlanta,American,"['University of Alabama', 'University of Florida']",,,Independent
Mika Brzezinski,https://en.wikipedia.org/wiki/Mika_Brzezinski,51,U.S.,New York,New York City,American,,"['Georgetown University', 'Williams College']","['News presenter', ', author']",
Laura Benanti,https://en.wikipedia.org/wiki/Laura_Benanti,39,U.S.,New York,New York City,American,,,"['Actress, singer']",
Robin Wright,https://en.wikipedia.org/wiki/Robin_Wright,52,U.S.,Texas,Dallas,American,,,"['Actress, director']",
Melissa McCarthy,https://en.wikipedia.org/wiki/Melissa_McCarthy,48,U.S.,Illinois,Plainfield,American,,,['Actress  comedian  writer  producer  fashion designer'],
Sarah Silverman,https://en.wikipedia.org/wiki/Sarah_Silverman,47,U.S.,New Hampshire, Bedford,American,,,,
Scott Bakula,https://en.wikipedia.org/wiki/Scott_Bakula,64,U.S.,Missouri,St. Louis,American,,,"['Actor, singer, director']",
Jon Favreau,https://en.wikipedia.org/wiki/Jon_Favreau_(speechwriter)37,37,U.S.,Massachusetts, Winchester,American,['College of the Holy Cross'],,,Democratic
Jon Lovett,https://en.wikipedia.org/wiki/Jon_Lovett,36,U.S.,New York, Woodbury,American,['Williams College'],,['Speechwriter  writer  producer'],
Tommy Vietor,https://en.wikipedia.org/wiki/Tommy_Vietor,38,US,Massachusetts, ,American,['Kenyon College'],,['National Security Council  spokesperson  podcast host'],
Charlamagne tha God,https://en.wikipedia.org/wiki/Charlamagne_tha_God,40,U.S.,South Carolina, Charleston,American,,,,
